N-be75eec_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_22.072700_,150,memetic,exchange,0.1,random-init,10,3437254,3482828,22.0973,1
N-be75eec_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.100000_time_22.072700_,150,memetic,exchange,0.1,random-init,20,3431529,3482828,22.2112,1
N-be75eec_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.100000_time_22.072700_,150,memetic,exchange,0.1,random-init,50,3396675,3482828,32.9731,2
N-be75eec_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_100_mut_0.100000_time_22.072700_,150,memetic,exchange,0.1,random-init,100,3404965,3482828,66.4492,2
N-be75eec_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_200_mut_0.100000_time_22.072700_,150,memetic,exchange,0.1,random-init,200,3410096,3482828,134.877,2
N-be75np_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_22.846850_,150,memetic,exchange,0.1,random-init,10,7096084,7174325,22.9141,1
N-be75np_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.100000_time_22.846850_,150,memetic,exchange,0.1,random-init,20,7087377,7174325,22.8727,1
N-be75np_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.100000_time_22.846850_,150,memetic,exchange,0.1,random-init,50,7064107,7174325,34.8847,1
N-be75np_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_100_mut_0.100000_time_22.846850_,150,memetic,exchange,0.1,random-init,100,7059556,7174325,69.4375,1
N-be75np_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_200_mut_0.100000_time_22.846850_,150,memetic,exchange,0.1,random-init,200,7062791,7174325,139.294,1
N-be75oi_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_31.828150_,150,memetic,exchange,0.1,random-init,10,2234675,2246534,31.8333,0
N-be75oi_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.100000_time_31.828150_,150,memetic,exchange,0.1,random-init,20,2231924,2246534,31.9132,0
