N-be75eec_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_22.072700_,150,memetic,exchange,0.1,random-init,10,3449703,3482828,22.0817,0
N-be75eec_150,memetic_random-init_insert_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_22.072700_,150,memetic,insert,0.1,random-init,10,3426168,3482828,22.0916,1
N-be75eec_150,memetic_random-init_transpose_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_22.072700_,150,memetic,transpose,0.1,random-init,10,3372596,3482828,22.0729,3
N-be75np_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_22.846850_,150,memetic,exchange,0.1,random-init,10,7096777,7174325,22.9332,1
N-be75np_150,memetic_random-init_insert_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_22.846850_,150,memetic,insert,0.1,random-init,10,7117686,7174325,22.8575,0
N-be75np_150,memetic_random-init_transpose_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_22.846850_,150,memetic,transpose,0.1,random-init,10,6924465,7174325,22.8476,3
N-be75oi_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_31.828150_,150,memetic,exchange,0.1,random-init,10,2226761,2246534,31.8511,0
N-be75oi_150,memetic_random-init_insert_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_31.828150_,150,memetic,insert,0.1,random-init,10,2223999,2246534,31.8458,1
N-be75oi_150,memetic_random-init_transpose_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_31.828150_,150,memetic,transpose,0.1,random-init,10,2194532,2246534,31.8293,2
N-be75tot_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_22.396400_,150,memetic,exchange,0.1,random-init,10,12036913,12287707,22.4093,2
N-be75tot_150,memetic_random-init_insert_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_22.396400_,150,memetic,insert,0.1,random-init,10,12078964,12287707,22.4232,1
N-be75tot_150,memetic_random-init_transpose_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_22.396400_,150,memetic,transpose,0.1,random-init,10,11825234,12287707,22.3969,3
N-stabu1_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_23.729900_,150,memetic,exchange,0.1,random-init,10,2841878,2875732,23.7536,1
N-stabu1_150,memetic_random-init_insert_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_23.729900_,150,memetic,insert,0.1,random-init,10,2825818,2875732,23.7375,1
N-stabu1_150,memetic_random-init_transpose_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_23.729900_,150,memetic,transpose,0.1,random-init,10,2804679,2875732,23.7308,2
N-stabu2_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_24.571050_,150,memetic,exchange,0.1,random-init,10,4299559,4327538,24.6137,0
N-stabu2_150,memetic_random-init_insert_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_24.571050_,150,memetic,insert,0.1,random-init,10,4287983,4327538,24.591,0
N-stabu2_150,memetic_random-init_transpose_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_24.571050_,150,memetic,transpose,0.1,random-init,10,4232841,4327538,24.5716,2
N-stabu3_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_23.978350_,150,memetic,exchange,0.1,random-init,10,4436426,4510445,23.9995,1
N-stabu3_150,memetic_random-init_insert_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_23.978350_,150,memetic,insert,0.1,random-init,10,4436366,4510445,23.991,1
N-stabu3_150,memetic_random-init_transpose_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_23.978350_,150,memetic,transpose,0.1,random-init,10,4410510,4510445,23.9794,2
N-t59b11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_23.187000_,150,memetic,exchange,0.1,random-init,10,3170510,3239550,23.2273,2
N-t59b11xx_150,memetic_random-init_insert_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_23.187000_,150,memetic,insert,0.1,random-init,10,3184995,3239550,23.2222,1
N-t59b11xx_150,memetic_random-init_transpose_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_23.187000_,150,memetic,transpose,0.1,random-init,10,3132935,3239550,23.1879,3
N-t59d11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_24.218950_,150,memetic,exchange,0.1,random-init,10,1439412,1462697,24.2375,1
N-t59d11xx_150,memetic_random-init_insert_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_24.218950_,150,memetic,insert,0.1,random-init,10,1433509,1462697,24.2213,1
N-t59d11xx_150,memetic_random-init_transpose_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_24.218950_,150,memetic,transpose,0.1,random-init,10,1404121,1462697,24.2197,4
N-t59f11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_19.571550_,150,memetic,exchange,0.1,random-init,10,1519842,1543733,19.6101,1
N-t59f11xx_150,memetic_random-init_insert_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_19.571550_,150,memetic,insert,0.1,random-init,10,1517551,1543733,19.5907,1
N-t59f11xx_150,memetic_random-init_transpose_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_19.571550_,150,memetic,transpose,0.1,random-init,10,1487574,1543733,19.5725,3
N-t59n11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_24.762300_,150,memetic,exchange,0.1,random-init,10,315280,318960,24.7642,1
N-t59n11xx_150,memetic_random-init_insert_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_24.762300_,150,memetic,insert,0.1,random-init,10,310765,318960,24.7679,2
N-t59n11xx_150,memetic_random-init_transpose_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_24.762300_,150,memetic,transpose,0.1,random-init,10,307533,318960,24.7633,3
N-t65b11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_26.253050_,150,memetic,exchange,0.1,random-init,10,6345313,6453836,26.2856,1
N-t65b11xx_150,memetic_random-init_insert_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_26.253050_,150,memetic,insert,0.1,random-init,10,6341152,6453836,26.2674,1
N-t65b11xx_150,memetic_random-init_transpose_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_26.253050_,150,memetic,transpose,0.1,random-init,10,6189812,6453836,26.2531,4
N-t65d11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_18.859300_,150,memetic,exchange,0.1,random-init,10,3493044,3559347,18.9042,1
N-t65d11xx_150,memetic_random-init_insert_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_18.859300_,150,memetic,insert,0.1,random-init,10,3499368,3559347,18.8754,1
N-t65d11xx_150,memetic_random-init_transpose_rank-comb_rank-select_rank-mut_pop_10_mut_0.100000_time_18.859300_,150,memetic,transpose,0.1,random-init,10,3436070,3559347,18.86,3
