N-be75eec_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.300000_time_22.072700_,150,memetic,exchange,0.3,random-init,10,3445819,3482828,29.0646,1
N-be75eec_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.300000_time_22.072700_,150,memetic,exchange,0.3,random-init,20,3452970,3482828,36.4375,0
N-be75eec_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.300000_time_22.072700_,150,memetic,exchange,0.3,random-init,50,3437117,3482828,58.3573,1
N-be75eec_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_100_mut_0.300000_time_22.072700_,150,memetic,exchange,0.3,random-init,100,3431535,3482828,95.3486,1
N-be75eec_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_200_mut_0.300000_time_22.072700_,150,memetic,exchange,0.3,random-init,200,3433827,3482828,160.385,1
N-be75np_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.300000_time_22.846850_,150,memetic,exchange,0.3,random-init,10,7103285,7174325,29.7899,0
N-be75np_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.300000_time_22.846850_,150,memetic,exchange,0.3,random-init,20,7099760,7174325,36.8791,1
N-be75np_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.300000_time_22.846850_,150,memetic,exchange,0.3,random-init,50,7097324,7174325,57.9179,1
N-be75np_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_100_mut_0.300000_time_22.846850_,150,memetic,exchange,0.3,random-init,100,7083734,7174325,92.7915,1
N-be75np_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_200_mut_0.300000_time_22.846850_,150,memetic,exchange,0.3,random-init,200,7085303,7174325,170.279,1
N-be75oi_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.300000_time_31.828150_,150,memetic,exchange,0.3,random-init,10,2232379,2246534,37.9073,0
N-be75oi_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.300000_time_31.828150_,150,memetic,exchange,0.3,random-init,20,2231601,2246534,43.9018,0
N-be75oi_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.300000_time_31.828150_,150,memetic,exchange,0.3,random-init,50,2231103,2246534,62.5525,0
N-be75oi_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_100_mut_0.300000_time_31.828150_,150,memetic,exchange,0.3,random-init,100,2220727,2246534,92.5493,1
N-be75oi_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_200_mut_0.300000_time_31.828150_,150,memetic,exchange,0.3,random-init,200,2221644,2246534,151.258,1
N-be75tot_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.300000_time_22.396400_,150,memetic,exchange,0.3,random-init,10,12019562,12287707,28.6525,2
N-be75tot_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.300000_time_22.396400_,150,memetic,exchange,0.3,random-init,20,12071813,12287707,35.0135,1
N-be75tot_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.300000_time_22.396400_,150,memetic,exchange,0.3,random-init,50,11992086,12287707,53.2031,2
N-be75tot_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_100_mut_0.300000_time_22.396400_,150,memetic,exchange,0.3,random-init,100,11958026,12287707,85.6898,2
N-be75tot_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_200_mut_0.300000_time_22.396400_,150,memetic,exchange,0.3,random-init,200,11952968,12287707,145.927,2
N-stabu1_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.300000_time_23.729900_,150,memetic,exchange,0.3,random-init,10,2841979,2875732,30.727,1
N-stabu1_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.300000_time_23.729900_,150,memetic,exchange,0.3,random-init,20,2841077,2875732,37.8195,1
N-stabu1_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.300000_time_23.729900_,150,memetic,exchange,0.3,random-init,50,2836745,2875732,60.4176,1
N-stabu1_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_100_mut_0.300000_time_23.729900_,150,memetic,exchange,0.3,random-init,100,2831294,2875732,97.2143,1
N-stabu1_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_200_mut_0.300000_time_23.729900_,150,memetic,exchange,0.3,random-init,200,2826484,2875732,159.579,1
N-stabu2_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.300000_time_24.571050_,150,memetic,exchange,0.3,random-init,10,4305996,4327538,32.5141,0
N-stabu2_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.300000_time_24.571050_,150,memetic,exchange,0.3,random-init,20,4304724,4327538,40.5845,0
N-stabu2_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.300000_time_24.571050_,150,memetic,exchange,0.3,random-init,50,4303960,4327538,65.4311,0
N-stabu2_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_100_mut_0.300000_time_24.571050_,150,memetic,exchange,0.3,random-init,100,4295092,4327538,106.903,0
N-stabu2_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_200_mut_0.300000_time_24.571050_,150,memetic,exchange,0.3,random-init,200,4291533,4327538,183.614,0
N-stabu3_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.300000_time_23.978350_,150,memetic,exchange,0.3,random-init,10,4446667,4510445,30.5706,1
N-stabu3_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.300000_time_23.978350_,150,memetic,exchange,0.3,random-init,20,4462652,4510445,37.0439,1
N-stabu3_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.300000_time_23.978350_,150,memetic,exchange,0.3,random-init,50,4442119,4510445,57.8215,1
N-stabu3_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_100_mut_0.300000_time_23.978350_,150,memetic,exchange,0.3,random-init,100,4430059,4510445,89.0522,1
N-stabu3_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_200_mut_0.300000_time_23.978350_,150,memetic,exchange,0.3,random-init,200,4423456,4510445,160.564,1
N-t59b11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.300000_time_23.187000_,150,memetic,exchange,0.3,random-init,10,3196610,3239550,28.1774,1
N-t59b11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.300000_time_23.187000_,150,memetic,exchange,0.3,random-init,20,3169015,3239550,33.0742,2
N-t59b11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.300000_time_23.187000_,150,memetic,exchange,0.3,random-init,50,3173920,3239550,48.7368,2
N-t59b11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_100_mut_0.300000_time_23.187000_,150,memetic,exchange,0.3,random-init,100,3164170,3239550,73.8025,2
N-t59b11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_200_mut_0.300000_time_23.187000_,150,memetic,exchange,0.3,random-init,200,3151410,3239550,125.831,2
N-t59d11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.300000_time_24.218950_,150,memetic,exchange,0.3,random-init,10,1441562,1462697,29.0827,1
N-t59d11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.300000_time_24.218950_,150,memetic,exchange,0.3,random-init,20,1445311,1462697,33.9158,1
N-t59d11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.300000_time_24.218950_,150,memetic,exchange,0.3,random-init,50,1441869,1462697,48.2543,1
N-t59d11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_100_mut_0.300000_time_24.218950_,150,memetic,exchange,0.3,random-init,100,1436999,1462697,73.1612,1
N-t59d11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_200_mut_0.300000_time_24.218950_,150,memetic,exchange,0.3,random-init,200,1432048,1462697,124.248,2
N-t59f11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.300000_time_19.571550_,150,memetic,exchange,0.3,random-init,10,1510932,1543733,24.6245,2
N-t59f11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.300000_time_19.571550_,150,memetic,exchange,0.3,random-init,20,1516878,1543733,29.6844,1
N-t59f11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.300000_time_19.571550_,150,memetic,exchange,0.3,random-init,50,1517451,1543733,45.3191,1
N-t59f11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_100_mut_0.300000_time_19.571550_,150,memetic,exchange,0.3,random-init,100,1513261,1543733,75.7193,1
N-t59f11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_200_mut_0.300000_time_19.571550_,150,memetic,exchange,0.3,random-init,200,1510230,1543733,126.963,2
N-t59n11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.300000_time_24.762300_,150,memetic,exchange,0.3,random-init,10,314487,318960,30.5929,1
N-t59n11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.300000_time_24.762300_,150,memetic,exchange,0.3,random-init,20,314664,318960,36.2489,1
N-t59n11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.300000_time_24.762300_,150,memetic,exchange,0.3,random-init,50,315291,318960,53.5229,1
N-t59n11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_100_mut_0.300000_time_24.762300_,150,memetic,exchange,0.3,random-init,100,313954,318960,82.6298,1
N-t59n11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_200_mut_0.300000_time_24.762300_,150,memetic,exchange,0.3,random-init,200,313915,318960,142.832,1
N-t65b11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.300000_time_26.253050_,150,memetic,exchange,0.3,random-init,10,6348387,6453836,32.9519,1
N-t65b11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.300000_time_26.253050_,150,memetic,exchange,0.3,random-init,20,6363303,6453836,39.6886,1
N-t65b11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.300000_time_26.253050_,150,memetic,exchange,0.3,random-init,50,6358751,6453836,60.4153,1
N-t65b11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_100_mut_0.300000_time_26.253050_,150,memetic,exchange,0.3,random-init,100,6333229,6453836,99.3959,1
N-t65b11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_200_mut_0.300000_time_26.253050_,150,memetic,exchange,0.3,random-init,200,6329340,6453836,170.633,1
N-t65d11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.300000_time_18.859300_,150,memetic,exchange,0.3,random-init,10,3510712,3559347,25.5992,1
N-t65d11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.300000_time_18.859300_,150,memetic,exchange,0.3,random-init,20,3503135,3559347,32.2306,1
N-t65d11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.300000_time_18.859300_,150,memetic,exchange,0.3,random-init,50,3495882,3559347,52.5572,1
N-t65d11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_100_mut_0.300000_time_18.859300_,150,memetic,exchange,0.3,random-init,100,3482796,3559347,88.4817,2
N-t65d11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_200_mut_0.300000_time_18.859300_,150,memetic,exchange,0.3,random-init,200,3481070,3559347,156.176,2
N-t65f11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_10_mut_0.300000_time_22.022700_,150,memetic,exchange,0.3,random-init,10,3116565,3159326,28.7498,1
N-t65f11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_20_mut_0.300000_time_22.022700_,150,memetic,exchange,0.3,random-init,20,3098269,3159326,35.5768,1
N-t65f11xx_150,memetic_random-init_exchange_rank-comb_rank-select_rank-mut_pop_50_mut_0.300000_time_22.022700_,150,memetic,exchange,0.3,random-init,50,3112923,3159326,57.1309,1
