CW CW.Deviation Random Random.Deviation p.value
iter_best_exchange_cw 3.47337136640244 iter_best_exchange_random 3.57049230707097 0.322156130601798
iter_best_insert_cw 5.04870173845386 iter_best_insert_random 5.02540611679944 0.643712874083576
iter_best_transpose_cw 20.6895392510665 iter_best_transpose_random 33.19687885281 3.63797880709172e-12
iter_first_exchange_cw 2.54857717496414 iter_first_exchange_random 2.68772179729456 0.0322441867356247
iter_first_insert_cw 4.74463397922102 iter_first_insert_random 5.27656689916324 9.09347581909971e-05
iter_first_transpose_cw 20.7815012756384 iter_first_transpose_random 33.298616377774 3.63797880709172e-12
