Best Best.Deviation First First.Deviation p.value
iter_best_exchange_random 3.57049230707097 iter_first_exchange_random 2.68772179729456 3.63797880709172e-12
iter_best_insert_random 5.02540611679944 iter_first_insert_random 5.27656689916324 0.123994226047216
iter_best_transpose_random 33.19687885281 iter_first_transpose_random 33.298616377774 1.56248643179424e-06
iter_best_exchange_cw 3.47337136640244 iter_first_exchange_cw 2.54857717496414 3.63797880709172e-12
iter_best_insert_cw 5.04870173845386 iter_first_insert_cw 4.74463397922102 0.00494850223185496
iter_best_transpose_cw 20.6895392510665 iter_first_transpose_cw 20.7815012756384 0.000302191027003574
