N-be75eec_150,ils_TEI_perturb_exchange_time_22.072700_moves_2_cw,150,ils,TEI,exchange,cw,2,3452216,3482828,22.0837,0
N-be75eec_150,ils_TEI_perturb_insert_time_22.072700_moves_2_cw,150,ils,TEI,insert,cw,2,3463402,3482828,22.0858,0
N-be75np_150,ils_TEI_perturb_exchange_time_22.846850_moves_2_cw,150,ils,TEI,exchange,cw,2,7115281,7174325,22.8474,0
N-be75np_150,ils_TEI_perturb_insert_time_22.846850_moves_2_cw,150,ils,TEI,insert,cw,2,7117224,7174325,22.8507,0
N-be75oi_150,ils_TEI_perturb_exchange_time_31.828150_moves_2_cw,150,ils,TEI,exchange,cw,2,2231616,2246534,31.8801,0
N-be75oi_150,ils_TEI_perturb_insert_time_31.828150_moves_2_cw,150,ils,TEI,insert,cw,2,2236806,2246534,31.8523,0
N-be75tot_150,ils_TEI_perturb_exchange_time_22.396400_moves_2_cw,150,ils,TEI,exchange,cw,2,12024327,12287707,22.399,2
N-be75tot_150,ils_TEI_perturb_insert_time_22.396400_moves_2_cw,150,ils,TEI,insert,cw,2,12198231,12287707,22.4068,0
N-stabu1_150,ils_TEI_perturb_exchange_time_23.729900_moves_2_cw,150,ils,TEI,exchange,cw,2,2848276,2875732,23.7328,0
N-stabu1_150,ils_TEI_perturb_insert_time_23.729900_moves_2_cw,150,ils,TEI,insert,cw,2,2856774,2875732,23.7478,0
N-stabu2_150,ils_TEI_perturb_exchange_time_24.571050_moves_2_cw,150,ils,TEI,exchange,cw,2,4290154,4327538,24.5745,0
N-stabu2_150,ils_TEI_perturb_insert_time_24.571050_moves_2_cw,150,ils,TEI,insert,cw,2,4282434,4327538,24.5849,1
N-stabu3_150,ils_TEI_perturb_exchange_time_23.978350_moves_2_cw,150,ils,TEI,exchange,cw,2,4477219,4510445,23.9978,0
N-stabu3_150,ils_TEI_perturb_insert_time_23.978350_moves_2_cw,150,ils,TEI,insert,cw,2,4490815,4510445,23.9916,0
N-t59b11xx_150,ils_TEI_perturb_exchange_time_23.187000_moves_2_cw,150,ils,TEI,exchange,cw,2,3212635,3239550,23.1924,0
N-t59b11xx_150,ils_TEI_perturb_insert_time_23.187000_moves_2_cw,150,ils,TEI,insert,cw,2,3218600,3239550,23.2037,0
N-t59d11xx_150,ils_TEI_perturb_exchange_time_24.218950_moves_2_cw,150,ils,TEI,exchange,cw,2,1432783,1462697,24.2285,2
N-t59d11xx_150,ils_TEI_perturb_insert_time_24.218950_moves_2_cw,150,ils,TEI,insert,cw,2,1442249,1462697,24.2197,1
N-t59f11xx_150,ils_TEI_perturb_exchange_time_19.571550_moves_2_cw,150,ils,TEI,exchange,cw,2,1522482,1543733,19.576,1
N-t59f11xx_150,ils_TEI_perturb_insert_time_19.571550_moves_2_cw,150,ils,TEI,insert,cw,2,1528321,1543733,19.5942,0
N-t59n11xx_150,ils_TEI_perturb_exchange_time_24.762300_moves_2_cw,150,ils,TEI,exchange,cw,2,315301,318960,24.7834,1
N-t59n11xx_150,ils_TEI_perturb_insert_time_24.762300_moves_2_cw,150,ils,TEI,insert,cw,2,315490,318960,24.7628,1
N-t65b11xx_150,ils_TEI_perturb_exchange_time_26.253050_moves_2_cw,150,ils,TEI,exchange,cw,2,6387404,6453836,26.288,1
N-t65b11xx_150,ils_TEI_perturb_insert_time_26.253050_moves_2_cw,150,ils,TEI,insert,cw,2,6401487,6453836,26.2588,0
N-t65d11xx_150,ils_TEI_perturb_exchange_time_18.859300_moves_2_cw,150,ils,TEI,exchange,cw,2,3500090,3559347,18.8813,1
N-t65d11xx_150,ils_TEI_perturb_insert_time_18.859300_moves_2_cw,150,ils,TEI,insert,cw,2,3520809,3559347,18.872,1
