N-tiw56n54_150,ils_TEI_perturb_insert_time_21.121500_moves_4_cw,150,ils,TEI,insert,cw,4,833885,837945,21.1283,0
N-tiw56n58_150,ils_TEI_perturb_insert_time_22.818600_moves_4_random,150,ils,TEI,insert,random,4,1143892,1155392,22.8298,0
N-tiw56n58_150,ils_TEI_perturb_insert_time_22.818600_moves_4_cw,150,ils,TEI,insert,cw,4,1143975,1155392,22.8254,0
N-tiw56n62_150,ils_TEI_perturb_insert_time_22.412250_moves_4_random,150,ils,TEI,insert,random,4,1607181,1626921,22.4249,1
N-tiw56n62_150,ils_TEI_perturb_insert_time_22.412250_moves_4_cw,150,ils,TEI,insert,cw,4,1615028,1626921,22.4186,0
N-tiw56n66_150,ils_TEI_perturb_insert_time_20.651550_moves_4_random,150,ils,TEI,insert,random,4,2083311,2107619,20.6569,1
N-tiw56n66_150,ils_TEI_perturb_insert_time_20.651550_moves_4_cw,150,ils,TEI,insert,cw,4,2082949,2107619,20.6671,1
N-tiw56n67_150,ils_TEI_perturb_insert_time_23.695450_moves_4_random,150,ils,TEI,insert,random,4,2345242,2372926,23.7032,1
N-tiw56n67_150,ils_TEI_perturb_insert_time_23.695450_moves_4_cw,150,ils,TEI,insert,cw,4,2349346,2372926,23.7057,0
N-tiw56n72_150,ils_TEI_perturb_insert_time_23.767750_moves_4_random,150,ils,TEI,insert,random,4,4085310,4135907,23.7714,1
N-tiw56n72_150,ils_TEI_perturb_insert_time_23.767750_moves_4_cw,150,ils,TEI,insert,cw,4,4092992,4135907,23.7742,1
N-tiw56r54_150,ils_TEI_perturb_insert_time_20.455200_moves_4_random,150,ils,TEI,insert,random,4,944832,958192,20.4566,1
N-tiw56r54_150,ils_TEI_perturb_insert_time_20.455200_moves_4_cw,150,ils,TEI,insert,cw,4,952363,958192,20.4585,0
N-tiw56r58_150,ils_TEI_perturb_insert_time_24.272400_moves_4_random,150,ils,TEI,insert,random,4,1204957,1219295,24.299,1
N-tiw56r58_150,ils_TEI_perturb_insert_time_24.272400_moves_4_cw,150,ils,TEI,insert,cw,4,1213293,1219295,24.3021,0
N-tiw56r66_150,ils_TEI_perturb_insert_time_20.044650_moves_4_random,150,ils,TEI,insert,random,4,1930166,1940755,20.0744,0
N-tiw56r66_150,ils_TEI_perturb_insert_time_20.044650_moves_4_cw,150,ils,TEI,insert,cw,4,1919604,1940755,20.0518,1
N-tiw56r67_150,ils_TEI_perturb_insert_time_28.817300_moves_4_random,150,ils,TEI,insert,random,4,2035407,2056347,28.8338,1
N-tiw56r67_150,ils_TEI_perturb_insert_time_28.817300_moves_4_cw,150,ils,TEI,insert,cw,4,2037979,2056347,28.8262,0
N-tiw56r72_150,ils_TEI_perturb_insert_time_22.411350_moves_4_random,150,ils,TEI,insert,random,4,2810615,2823758,22.4259,0
N-tiw56r72_150,ils_TEI_perturb_insert_time_22.411350_moves_4_cw,150,ils,TEI,insert,cw,4,2791171,2823758,22.4114,1
