"MutationRate","Deviation"
0,1.83050280212181
0.1,1.49270645808424
0.2,1.47815788644924
0.3,1.51135318844589
0.4,1.41404655439196
0.5,1.42688575487414
0.7,1.4054277703671
0.9,1.44339239903789
1,1.37899518622599
